Index, Height(Inches), Weight(Pounds)
163,69.37003,139.04990000000001
164,68.37921,119.90009999999999
165,65.310180000000003,128.30690000000001
166,67.136899999999997,127.2428
167,68.394679999999994,115.2306
168,66.291799999999995,124.7975
169,67.186599999999999,126.9511
170,65.991560000000007,111.2711
171,69.433930000000004,122.60890000000001
172,67.974630000000005,124.2084
173,67.761330000000001,124.64530000000001
174,65.278639999999996,119.51690000000001
175,73.833640000000003,139.29830000000001
176,66.813119999999998,104.8265
177,66.894109999999998,123.0424
178,65.735680000000002,118.89230000000001
179,65.982830000000007,121.4939
180,66.583960000000005,119.2488
181,67.112939999999995,135.0239
182,65.874809999999997,116.22799999999999
183,66.780670000000001,109.17310000000001
184,68.735770000000002,124.22369999999999
185,66.226659999999995,141.1645
186,65.959680000000006,129.15010000000001
187,68.58372,127.8693
188,66.593469999999996,120.92440000000001
189,66.965739999999997,127.64660000000001
190,68.080150000000003,101.4693
191,70.190250000000006,144.99270000000001
192,65.52149,110.95229999999999
193,67.459050000000005,132.86250000000001
194,67.409850000000006,146.33850000000001
195,69.661580000000001,145.58940000000001
196,65.797989999999999,120.84310000000001
197,66.105580000000003,115.7813
198,68.239869999999996,128.30189999999999
199,68.024029999999996,127.4718
200,71.390439999999998,127.87609999999999
201,65.7316,121.4997
202,66.433580000000006,112.7148
203,70.013090000000005,135.00200000000001
204,69.481459999999998,128.6789
205,68.62764,124.4062
206,68.362750000000005,140.02600000000001
207,68.390280000000004,117.51900000000001
208,68.77413,143.87370000000001
209,69.923599999999993,141.1703
210,71.555419999999998,155.94139999999999
211,68.447640000000007,134.0093
212,66.713980000000006,130.0975
213,66.684129999999996,106.2265
214,67.936989999999994,112.0489
215,68.89855,136.1884
216,67.291910000000001,131.23599999999999
217,69.572119999999998,131.32310000000001
218,67.674790000000002,119.5261
219,69.041550000000001,116.9965
220,67.967650000000006,138.52549999999999
221,65.839820000000003,109.65179999999999
222,65.772880000000001,130.15690000000001
223,71.141059999999996,137.1114
224,67.830550000000002,113.759
225,65.069299999999998,114.9725
226,69.707449999999994,127.7149
227,69.929829999999995,121.99720000000001
228,66.115690000000001,117.9607
229,68.613640000000004,127.7141
230,68.997600000000006,117.9619
231,66.791709999999995,125.1554
232,68.023629999999997,141.1026
233,69.672579999999996,145.48220000000001
234,71.821780000000004,116.065
235,72.746759999999995,135.7458
236,67.279510000000002,132.9248
237,67.410150000000002,115.6622
238,68.531499999999994,114.3184
239,68.471260000000001,148.952
240,68.51867,142.18780000000001
241,63.725290000000001,134.10400000000001
242,67.704830000000001,141.89259999999999
243,69.471149999999994,138.74440000000001
244,66.701980000000006,134.44900000000001
245,65.231260000000006,117.0167
246,69.894729999999996,115.6752
247,69.830479999999994,134.79050000000001
248,65.397900000000007,120.5746
249,68.322140000000005,120.0835
250,65.938950000000006,84.359800000000007
251,70.098050000000001,138.93940000000001
252,66.055310000000006,143.52449999999999
253,68.234809999999996,123.1347
254,65.217579999999998,115.5261
255,69.161730000000006,120.98439999999999
256,67.600639999999999,120.6473
257,67.286209999999997,124.0352
258,66.843230000000005,117.2238
259,68.082809999999995,127.9598
260,66.569909999999993,116.7527
261,70.169730000000001,121.9957
262,67.851129999999998,123.9952
263,66.623090000000005,108.855
264,63.688160000000003,104.6574
265,68.035600000000002,132.24799999999999
266,66.941000000000003,127.18340000000001
267,66.262919999999994,125.12090000000001
268,70.730099999999993,133.322
269,70.708439999999996,122.3364
270,73.268720000000002,130.2636
271,63.790210000000002,116.7431
272,67.841089999999994,125.85339999999999
273,67.78058,100.627
274,67.239009999999993,118.4945
275,66.757009999999994,137.12549999999999
276,69.03098,118.6991
277,68.526520000000005,124.1641
278,64.65419,124.9442
279,65.142949999999999,126.38890000000001
280,66.741240000000005,121.52549999999999
281,66.999229999999997,133.29509999999999
282,70.266109999999998,127.4072
283,67.576660000000004,125.08
284,66.305819999999997,102.81140000000001
285,68.907020000000003,134.22120000000001
286,65.605429999999998,100.97580000000001
287,68.001890000000003,145.8886
288,69.937150000000003,155.30459999999999
289,70.145899999999997,138.7175
290,66.663640000000001,116.2611
291,69.406760000000006,120.6087
292,66.805980000000005,114.4083
293,67.700479999999999,133.34059999999999
294,69.134379999999993,92.749549999999999
295,67.537689999999998,131.7825
296,65.779120000000006,118.3865
297,66.257689999999997,131.14660000000001
298,67.390379999999993,130.20330000000001
299,64.943269999999998,129.18360000000001
300,69.256990000000002,143.14449999999999
301,69.077389999999994,138.73070000000001
302,69.644030000000001,130.9528
303,69.07705,124.3032
304,68.013040000000004,135.37020000000001
305,68.856639999999999,124.19880000000001
306,63.191580000000002,111.2389
307,65.575909999999993,129.40369999999999
308,69.121009999999998,127.7444
309,69.787649999999999,121.33110000000001
310,67.482029999999995,118.2183
311,69.088089999999994,123.3441
312,68.552899999999994,151.9118
313,68.213269999999994,115.3108
314,67.101200000000006,122.3844
315,71.236609999999999,129.23230000000001
316,69.119460000000004,138.2824
317,65.498480000000001,144.0565
318,66.587059999999994,120.84820000000001
319,67.998310000000004,113.3034
320,72.577470000000005,149.3227
321,67.975849999999994,130.63730000000001
322,66.623469999999998,122.387
323,67.295739999999995,133.86770000000001
324,65.959509999999995,134.83359999999999
325,66.540109999999999,137.83629999999999
326,68.07723,112.6812
327,65.832909999999998,121.1964
328,69.237210000000005,114.92619999999999
329,64.694130000000001,110.3762
330,69.213719999999995,126.0337
331,67.167919999999995,118.7008
332,67.846699999999998,119.3108
333,69.273889999999994,150.7397
334,67.905469999999994,121.1142
335,67.075999999999993,118.40649999999999
336,70.015309999999999,142.75899999999999
337,70.054540000000003,145.63050000000001
338,70.867140000000006,127.3425
339,66.058599999999998,115.9678
340,65.237449999999995,104.44410000000001
341,68.741299999999995,138.4905
342,69.519459999999995,145.50489999999999
343,70.307640000000006,124.40649999999999
344,67.299819999999997,124.1866
345,67.605819999999994,126.16589999999999
346,67.85566,138.8125
347,66.465360000000004,121.5515
348,68.92071,114.2555
349,68.468860000000006,129.40219999999999
350,69.519300000000001,137.5583
351,70.239559999999997,134.49959999999999
352,67.85651,127.7103
353,68.004350000000002,115.6709
354,67.139830000000003,131.59059999999999
355,68.099310000000003,127.5839
356,68.990769999999998,125.72110000000001
357,69.326179999999994,119.9885
358,70.092860000000002,140.86760000000001
359,68.743039999999993,136.91640000000001
360,64.186329999999998,118.4759
361,66.090739999999997,129.55160000000001
362,69.24418,152.07140000000001
363,69.665120000000002,120.8646
364,68.427210000000002,136.1027
365,68.28613,130.06110000000001
366,69.376840000000001,131.77430000000001
367,68.353149999999999,139.38
368,72.324889999999996,168.22900000000001
369,70.371589999999998,127.6446
370,65.72927,131.80080000000001
371,66.496269999999996,122.8561
372,70.813389999999998,140.2133
373,67.375789999999995,142.69290000000001
374,67.797089999999997,137.4299
375,68.160700000000006,126.03919999999999
376,68.857820000000004,143.5985
377,67.713419999999999,122.62
378,64.660070000000005,108.6044
379,65.737210000000005,100.6617
380,68.424409999999995,116.1397
381,68.88946,140.52930000000001
382,68.273669999999996,125.69070000000001
383,69.180449999999993,134.3329
384,72.609960000000001,136.4649
385,66.041569999999993,127.8822
386,69.228800000000007,123.1361
387,68.87697,116.33750000000001
388,66.460419999999999,124.5581
389,69.30444,125.78530000000001
390,67.582490000000007,107.59050000000001
391,69.41816,143.02359999999999
392,67.468670000000003,118.74339999999999
393,66.448729999999998,118.98560000000001
394,68.761849999999995,131.87440000000001
395,63.768810000000002,119.3691
396,69.036630000000002,126.1223
397,66.489660000000001,126.6122
398,66.742239999999995,113.55970000000001
399,67.693939999999998,115.8413
400,66.690659999999994,130.27379999999999
401,67.028769999999994,125.4542
402,65.910960000000003,117.16549999999999
403,70.0304,137.3184
404,69.269779999999997,149.44470000000001
405,70.076949999999997,151.06950000000001
406,64.909419999999997,116.99939999999999
407,69.687439999999995,138.17869999999999
408,67.565240000000003,127.621
409,63.855289999999997,120.7514
410,71.618899999999996,144.25370000000001
411,64.989930000000001,105.79389999999999
412,64.607590000000002,120.1567
413,62.016660000000002,109.0848
414,65.285160000000005,125.971
415,67.701629999999994,110.2325
416,70.857939999999999,134.47059999999999
417,68.170749999999998,115.5067
418,67.450059999999993,125.1086
419,71.042240000000007,116.4113
420,67.83032,133.39439999999999
421,67.154880000000006,108.7478
422,68.302890000000005,134.39859999999999
423,65.412080000000003,131.20849999999999
424,68.667550000000006,130.83179999999999
425,70.067329999999998,127.0838
426,69.134129999999999,119.4067
427,67.020780000000002,105.5616
428,65.522739999999999,134.47329999999999
429,70.198080000000004,132.68969999999999
430,67.668660000000003,126.05800000000001
431,69.732569999999996,126.3532
432,67.617189999999994,142.3603
433,70.79589,124.5873
434,69.65804,122.3604
435,66.732770000000002,123.2298
436,67.580079999999995,131.4049
437,65.253169999999997,124.30370000000001
438,70.71387,128.3836
439,71.273740000000004,136.85300000000001
440,66.559129999999996,118.0569
441,68.042469999999994,121.4969
442,68.116990000000001,119.2811
443,71.236699999999999,126.5545
444,66.923869999999994,129.24770000000001
445,71.103809999999996,134.78039999999999
446,69.414659999999998,146.07249999999999
447,69.16807,162.4109
448,68.577250000000006,130.1885
449,69.603149999999999,132.19409999999999
450,69.050870000000003,127.45910000000001
451,68.286990000000003,125.3466
452,69.252759999999995,134.7559
453,68.238619999999997,121.9395
454,67.686800000000005,125.6688
455,68.840829999999997,145.95599999999999
456,69.520610000000005,119.9207
457,66.976680000000002,111.5093
458,72.005300000000005,138.67599999999999
459,67.444820000000007,135.01509999999999
460,66.062139999999999,116.509
461,65.574700000000007,123.9575
462,68.30171,136.952
463,71.026030000000006,153.0797
464,70.768820000000005,126.357
465,67.508120000000005,145.06139999999999
466,69.509360000000001,135.1739
467,66.445499999999996,108.806
468,68.568899999999999,110.5155
469,67.012960000000007,138.26849999999999
470,68.700040000000001,119.5111
471,68.230130000000003,115.3214
472,70.407129999999995,132.36840000000001
473,65.699889999999996,93.994380000000007
474,65.703100000000006,127.4051
475,68.480549999999994,134.30240000000001
476,66.628910000000005,124.9721
477,66.842849999999999,124.072
478,69.89734,133.54759999999999
479,67.654300000000006,134.15090000000001
480,68.309169999999995,130.24889999999999
481,69.748480000000001,138.09350000000001
482,68.579059999999998,126.60639999999999
483,68.144769999999994,131.80760000000001
484,67.980930000000001,131.7363
485,64.82535,117.62609999999999
486,69.207849999999993,126.1943
487,69.265600000000006,127.5132
488,70.940299999999993,142.4785
489,69.07826,139.44399999999999
490,66.201830000000001,110.32040000000001
491,71.057789999999997,131.95410000000001
492,68.994929999999997,129.2037
493,70.960890000000006,124.35129999999999
494,66.024959999999993,126.52509999999999
495,69.864099999999993,149.2303
496,66.828019999999995,142.15770000000001
497,69.094239999999999,127.14360000000001
498,66.814250000000001,122.3353
499,67.131829999999994,112.66589999999999
500,64.574280000000002,134.2647
501,68.68038,120.6936
502,67.537239999999997,115.783
503,71.177319999999995,128.68549999999999
504,70.535139999999998,134.7611
505,71.534109999999998,118.3419
506,66.773009999999999,106.1557
507,66.336359999999999,126.3823
508,64.830950000000001,114.3716
509,68.382469999999998,130.27869999999999
510,68.050380000000004,123.3066
511,69.091489999999993,122.8571
512,69.91046,125.6932
513,68.40737,111.7247
514,68.325590000000005,125.55159999999999
515,66.955550000000002,119.97020000000001
516,70.548159999999996,132.60429999999999
517,69.378050000000002,132.6738
518,67.520120000000006,117.4521
519,64.871420000000001,101.8549
520,69.133960000000002,128.4418
521,68.811920000000001,134.04140000000001
522,67.564459999999997,127.75109999999999
523,68.167720000000003,127.6172
524,65.806870000000004,139.39709999999999
525,64.922759999999997,113.93810000000001
526,68.355840000000001,147.5188
527,66.715459999999993,132.6523
528,69.181960000000004,132.81389999999999
529,65.887950000000004,105.0942
530,66.037329999999997,127.5187
531,69.441940000000002,130.73050000000001
532,67.148470000000003,128.58150000000001
533,65.694419999999994,122.5699
534,69.427229999999994,157.2961
535,66.545029999999997,121.1097
536,69.044690000000003,147.5061
537,67.620360000000005,117.49299999999999
538,69.591049999999996,132.44720000000001
539,68.123429999999999,118.17740000000001
540,71.226410000000001,123.7319
541,66.432850000000002,130.36500000000001
542,66.318079999999995,122.8882
543,68.027240000000006,107.8693
544,68.287599999999998,118.59099999999999
545,66.916089999999997,125.6467
546,71.775459999999995,148.60159999999999
547,66.045349999999999,150.279
548,69.01455,127.06780000000001
549,68.707440000000005,128.7122
550,65.012,118.4233
551,66.058570000000003,125.3879
552,71.164029999999997,149.26759999999999
553,67.55274,107.3484
554,68.834549999999993,133.69919999999999
555,68.118110000000001,124.85080000000001
556,67.905280000000005,112.7028
557,67.64085,127.8407
558,69.782820000000001,134.16149999999999
559,67.998890000000003,138.60310000000001
560,69.414649999999995,126.044
561,70.42989,129.5856
562,67.675190000000001,134.1054
563,67.880359999999996,106.1251
564,68.069050000000004,127.0561
565,66.994349999999997,121.9241
566,71.576890000000006,150.73650000000001
567,64.365639999999999,116.0061
568,67.930109999999999,125.4748
569,69.918629999999993,131.60990000000001
570,69.938640000000007,129.06960000000001
571,66.797659999999993,129.11170000000001
572,70.111189999999993,148.16239999999999
573,68.948139999999995,105.38800000000001
574,68.028859999999995,110.54470000000001
575,69.36148,118.64019999999999
576,68.448859999999996,122.8151
577,65.702820000000003,124.887
578,69.556740000000005,135.76949999999999
579,65.846350000000001,116.4563
580,68.79983,125.3617
581,69.038349999999994,133.12200000000001
582,67.363519999999994,138.33279999999999
583,70.357879999999994,124.49720000000001
584,69.888279999999995,136.72049999999999
585,65.153189999999995,115.0153
586,69.40907,132.63659999999999
587,68.508740000000003,143.13229999999999
588,65.715519999999998,134.7422
589,63.983080000000001,122.6246
590,70.076849999999993,153.5634
591,68.425420000000003,126.289
592,68.236649999999997,134.72059999999999
593,67.828559999999996,134.59870000000001
594,66.31277,118.39449999999999
595,69.751279999999994,121.2997
596,65.709010000000006,132.28440000000001
597,66.882270000000005,139.0617
598,67.2791,110.69799999999999
599,70.633570000000006,154.10730000000001
600,69.937700000000007,124.1592
601,65.876710000000003,134.51730000000001
602,72.446939999999998,138.26220000000001
603,70.070520000000002,149.08009999999999
604,67.68486,127.00749999999999
605,66.115099999999998,117.8222
606,69.943550000000002,148.90960000000001
607,68.243170000000006,128.21510000000001
608,68.801439999999999,129.6944
609,66.618179999999995,125.56740000000001
610,70.187010000000001,128.79470000000001
611,65.589709999999997,124.187
612,68.695660000000004,151.41669999999999
613,64.886390000000006,106.9803
614,69.819929999999999,145.62209999999999
615,66.339619999999996,121.5926
616,70.443399999999997,130.93860000000001
617,69.991630000000001,135.62029999999999
618,70.136170000000007,123.9315
619,67.179299999999998,131.99549999999999
620,68.203400000000002,117.48399999999999
621,67.761210000000005,129.65770000000001
622,64.797529999999995,122.3706
623,66.478710000000007,114.58669999999999
624,66.983369999999994,116.5401
625,65.699910000000003,139.4307
626,66.82705,123.48220000000001
627,66.351410000000001,132.54920000000001
628,70.134910000000005,143.40129999999999
629,70.115650000000002,132.94290000000001
630,64.561449999999994,98.897199999999998
631,68.157240000000002,122.4342
632,67.147499999999994,104.6767
633,70.889269999999996,142.78469999999999
634,68.162180000000006,130.92830000000001
635,71.196569999999994,143.827
636,67.924440000000004,142.28319999999999
637,65.302040000000005,107.94410000000001
638,66.407560000000004,105.6891
639,71.306470000000004,125.4007
640,69.059970000000007,106.4195
641,65.954419999999999,118.5371
642,69.63776,136.78360000000001
643,71.104950000000002,145.93279999999999
644,66.218509999999995,129.637
645,66.134690000000006,108.49550000000001
646,67.7851,121.25369999999999
647,66.677369999999996,135.73990000000001
648,69.994079999999997,137.5026
649,71.144099999999995,124.0052
650,68.639269999999996,128.8613
651,69.085480000000004,133.68109999999999
652,67.973889999999997,106.5185
653,65.948089999999993,113.0398
654,66.021019999999993,125.9639
655,71.235759999999999,140.2945
656,67.526740000000004,143.22900000000001
657,71.06935,145.80629999999999
658,68.271780000000007,128.16970000000001
659,67.319320000000005,134.18389999999999
660,68.988479999999996,140.2166
661,68.403999999999996,146.34530000000001
662,67.091999999999999,132.07839999999999
663,66.768659999999997,122.13
664,65.646360000000001,131.4693
665,65.341049999999996,129.51669999999999
666,68.182990000000004,125.74509999999999
667,70.659239999999997,153.13839999999999
668,65.944010000000006,124.55589999999999
669,69.627920000000003,134.82249999999999
670,68.29965,115.3877
671,70.060749999999999,117.9618
672,68.436019999999999,124.5647
673,69.270120000000006,134.40430000000001
674,67.705110000000005,129.3092
675,70.893150000000006,133.14230000000001
676,70.543130000000005,147.36089999999999
677,71.580860000000001,155.01320000000001
678,68.423010000000005,126.29049999999999
679,69.357810000000001,134.4605
680,70.444999999999993,134.02959999999999
681,67.381529999999998,128.9248
682,67.507670000000005,123.0543
683,68.520539999999997,112.1788
684,66.808580000000006,111.7443
685,72.385319999999993,148.4615
686,68.516419999999997,136.74590000000001
687,70.797910000000002,133.20679999999999
688,66.219049999999996,116.88549999999999
689,68.311670000000007,124.85420000000001
690,67.171499999999995,121.5809
691,67.7714,123.197
692,67.473280000000003,137.12549999999999
693,67.774630000000002,121.4941
694,69.200990000000004,150.93979999999999
695,70.042969999999997,142.30090000000001
696,70.569789999999998,134.7527
697,66.453789999999998,133.55850000000001
698,67.681319999999999,136.08949999999999
699,65.756379999999993,95.202160000000006
700,69.354900000000001,119.74039999999999
701,70.590199999999996,152.91460000000001
702,67.276259999999994,140.19909999999999
703,68.488529999999997,145.25030000000001
704,67.021879999999996,119.4855
705,65.776129999999995,123.512
706,65.965789999999998,110.6754
707,68.188680000000005,111.49509999999999
708,72.085949999999997,139.48490000000001
709,66.853579999999994,133.08799999999999
710,69.109290000000001,133.5196
711,64.590900000000005,112.7698
712,67.038489999999996,124.7975
713,68.991560000000007,123.4224
714,70.59872,142.09209999999999
715,70.089879999999994,116.2814
716,65.684399999999997,131.12559999999999
717,67.098200000000006,131.24930000000001
718,66.039320000000004,127.2422
719,69.264229999999998,122.45229999999999
720,66.613510000000005,115.2431
721,68.117379999999997,126.9532
722,69.730590000000007,143.44390000000001
723,64.020420000000001,125.377
724,66.237530000000007,109.0095
725,72.467609999999993,139.24109999999999
726,66.219380000000001,102.182
727,71.297799999999995,144.38980000000001
728,63.125500000000002,83.085269999999994
729,70.930340000000001,145.3938
730,68.254890000000003,134.92670000000001
731,64.780140000000003,134.678
732,65.429820000000007,111.49630000000001
733,68.913610000000006,119.79510000000001
734,64.969369999999998,95.704260000000005
735,66.152370000000005,117.15900000000001
736,65.983860000000007,127.23560000000001
737,69.243499999999997,144.9205
738,68.319820000000007,122.8464
739,70.116069999999993,134.19
740,68.635210000000001,124.9776
741,67.742890000000003,135.8441
742,64.586410000000001,120.8222
743,64.661649999999995,125.01739999999999
744,65.907709999999994,133.54740000000001
745,65.776489999999995,124.5583
746,67.150599999999997,135.9691
747,72.243390000000005,143.57380000000001
748,68.731989999999996,130.57249999999999
749,67.570189999999997,127.19199999999999
750,70.362340000000003,141.2372
751,63.622329999999998,107.42359999999999
752,66.20711,122.32340000000001
753,66.221140000000005,111.60550000000001
754,70.072199999999995,137.89150000000001
755,69.656300000000002,142.8742
756,66.250429999999994,114.4349
757,68.070400000000006,128.27359999999999
758,67.148079999999993,134.57249999999999
759,68.766090000000005,140.10339999999999
760,68.120750000000001,121.977
761,65.729870000000005,111.4248
762,69.174390000000002,135.07560000000001
763,70.363510000000005,132.98259999999999
764,70.785570000000007,117.75660000000001
765,70.880830000000003,134.98769999999999
766,66.621480000000005,151.6121
767,69.982900000000001,128.92869999999999
768,66.928659999999994,120.1575
769,71.458060000000003,125.6007
770,69.663439999999994,127.8292
771,69.309430000000006,136.1354
772,66.597750000000005,116.2841
773,64.202089999999998,127.07769999999999
774,68.230509999999995,125.7165
775,70.090209999999999,121.0749
776,70.975499999999997,122.73820000000001
777,64.931340000000006,119.4545
778,66.901060000000001,132.90479999999999
779,69.198030000000003,132.86869999999999
780,68.414900000000003,124.3486
781,66.316299999999998,132.21979999999999
782,72.13467,142.804
783,65.746129999999994,129.60499999999999
784,69.966769999999997,128.5326
785,65.114170000000001,112.9919
786,67.432940000000002,122.0795
787,66.397850000000005,118.396
788,67.187690000000003,130.12989999999999
789,67.685969999999998,111.6824
790,67.774690000000007,142.24520000000001
791,63.629370000000002,122.6049
792,66.447000000000003,122.8198
793,71.923299999999998,119.1123
794,67.922139999999999,139.43350000000001
795,68.011430000000004,141.33529999999999
796,67.765240000000006,119.78700000000001
797,69.197909999999993,136.32599999999999
798,67.001090000000005,118.40989999999999
799,67.096590000000006,137.69200000000001
800,69.851439999999997,129.078
801,67.427819999999997,123.46420000000001
802,68.110399999999998,115.4311
803,68.294330000000002,129.93100000000001
804,69.451759999999993,135.9563
805,69.082189999999997,127.8134
806,70.917529999999999,139.10140000000001
807,64.205659999999995,109.2132
808,71.103149999999999,124.61539999999999
809,72.085229999999996,136.221
810,66.15119,120.4722
811,67.528980000000004,116.16589999999999
812,67.17586,115.5093
813,72.929550000000006,141.99610000000001
814,65.541120000000006,135.48689999999999
815,69.084869999999995,135.13050000000001
816,65.289910000000006,108.24939999999999
817,68.534469999999999,125.1277
818,71.328019999999995,142.8947
819,66.880949999999999,128.2978
820,67.911959999999993,128.268
821,67.002380000000002,103.5665
822,68.275840000000002,156.1069
823,66.202759999999998,104.9661
824,64.242140000000006,121.6365
825,67.437380000000005,132.00659999999999
826,64.500810000000001,118.4079
827,68.896069999999995,135.38980000000001
828,70.329080000000005,140.66329999999999
829,64.317419999999998,111.6703
830,67.112530000000007,128.03280000000001
831,68.012060000000005,130.47370000000001
832,68.252669999999995,128.21270000000001
833,67.768730000000005,142.8202
834,67.442909999999998,123.0804
835,65.735810000000001,117.8771
836,69.643720000000002,130.92740000000001
837,71.928179999999998,129.17349999999999
838,69.394350000000003,144.57839999999999
839,67.147170000000003,115.8635
840,69.146900000000002,116.5322
841,66.905940000000001,141.99469999999999
842,67.837999999999994,132.13040000000001
843,68.096140000000005,135.26070000000001
844,66.140929999999997,127.0684
845,71.16386,129.84399999999999
846,67.557569999999998,134.50659999999999
847,70.012789999999995,121.3609
848,72.564310000000006,143.14859999999999
849,66.602239999999995,124.7741
850,68.518020000000007,120.1546
851,66.346379999999996,139.41630000000001
852,69.026920000000004,131.67429999999999
853,69.124459999999999,131.06999999999999
854,68.245779999999996,129.8914
855,68.486900000000006,123.34399999999999
856,70.682609999999997,137.53139999999999
857,70.359690000000001,136.8886
858,67.624009999999998,118.4024
859,69.446299999999994,116.2441
860,67.924859999999995,124.8433
861,68.393469999999994,120.98090000000001
862,66.318119999999993,105.1208
863,71.228819999999999,145.43770000000001
864,65.291690000000003,108.19119999999999
